Filial;Pedido;Ped EBS;Razão Social;Fim Ciclo;OTIF;ON_TIME;IN_FULL;Data Emissão;Data Previsão;Data Ult Ent;Prev KG;Entregue KG;Cancel KG;Pendente KG;CNPJ
21;38467781;33461108;K BATISTA PEDROSA - ME;N;;;;14/01/2022;17/01/2022;01/02/2022;425,094;421,194;0;3,9;2,22896E+13
21;38467869;33549692;K BATISTA PEDROSA - ME;S;S;S;S;31/01/2022;01/02/2022;01/02/2022;120;120;0;0;2,22896E+13
21;38467870;33549693;K BATISTA PEDROSA - ME;S;S;S;S;31/01/2022;01/02/2022;01/02/2022;4,8;4,8;0;0;2,22896E+13
20;35474080;33517983;JOAO FRANCISCO DE OLIVEIRA 82057214320;S;N;S;N;25/01/2022;03/02/2022;01/02/2022;87,1;81,34;5,76;-1,42E-14;2,41849E+13
20;69273610;33539906;JOAO FRANCISCO DE OLIVEIRA 82057214320;S;N;S;N;28/01/2022;10/02/2022;01/02/2022;30;22;8;0;2,41849E+13
21;5207073;33469747;EXPRESS COMERCIO DE ALIMENTOS LTDA -ME;N;;;;17/01/2022;18/01/2022;01/02/2022;206,02;188,14;0;17,88;4,13909E+13
21;5207096;33542214;EXPRESS COMERCIO DE ALIMENTOS LTDA -ME;N;;;;28/01/2022;01/02/2022;01/02/2022;246,74;200,5;0;46,24;4,13909E+13
01M;6121024;33537566;JOSE LINDALBERTO DE LIMA PONTES ME;N;;;;28/01/2022;31/01/2022;01/02/2022;266,795;213,33;0;53,465;3,63113E+12
21;46871076;33493279;MARINETE FERREIRA DE SOUSA LIMA 03610568348;N;;;;20/01/2022;28/01/2022;01/02/2022;45,68;41,36;0;4,32;2,37953E+13
20;47486808;33536093;ANA PAULA DA SILVA CHAVES 86516000387;S;S;S;S;28/01/2022;10/02/2022;01/02/2022;750;750;0;0;1,54437E+13
421;66578929;33508985;J. M. GOUVEIA ADEODATO;S;N;S;N;24/01/2022;03/02/2022;01/02/2022;133,02;118,26;14,76;0;9,65304E+12
01M;30266200;33533315;ISMAEL SUPERMERCADOS LTDA;S;N;N;S;27/01/2022;31/01/2022;01/02/2022;8;8;0;0;8,92663E+12
01M;76652881;33450323;ISMAEL SUPERMERCADOS LTDA;S;N;N;N;12/01/2022;14/01/2022;01/02/2022;287,27;263,27;24;0;8,92663E+12
01M;76652928;33488200;ISMAEL SUPERMERCADOS LTDA;N;;;;19/01/2022;21/01/2022;01/02/2022;205,75;169,54;0;36,21;8,92663E+12
01M;76652942;33508196;ISMAEL SUPERMERCADOS LTDA;S;N;N;N;24/01/2022;25/01/2022;01/02/2022;130,921;126,121;4,8;-2,84E-14;8,92663E+12
01M;76652943;33508197;ISMAEL SUPERMERCADOS LTDA;N;;;;24/01/2022;25/01/2022;01/02/2022;1387,097;1330,643;0;56,454;8,92663E+12
01M;76652984;33533314;ISMAEL SUPERMERCADOS LTDA;S;N;N;S;27/01/2022;31/01/2022;01/02/2022;160;160;0;0;8,92663E+12
01M;76652995;33538790;ISMAEL SUPERMERCADOS LTDA;N;;;;28/01/2022;31/01/2022;01/02/2022;182,78;141;0;41,78;8,92663E+12
01M;78704374;33438290;SANDRA NUNES PATRICIO 00843405333;N;;;;11/01/2022;12/01/2022;01/02/2022;110,28;96,9;1,2;12,18;4,08364E+13
433;42746370;33549043;CARREFOUR COMERCIO E INDUSTRIA LTDA;S;N;S;N;29/01/2022;01/02/2022;01/02/2022;7,2;2,4;4,8;8,88E-16;4,55439E+13
20;47486794;33529844;ELIONILTON LUCAS BEZERRA - ME;S;N;S;N;26/01/2022;03/02/2022;01/02/2022;89;66;23;0;7,39538E+13
421;56090766;33491276;CLAUDIA ELISA ARAUJO;S;N;N;N;20/01/2022;27/01/2022;01/02/2022;62,4;55,2;7,2;-7,11E-15;9,5177E+12
421;56090777;33499165;CLAUDIA ELISA ARAUJO;N;;;;21/01/2022;03/02/2022;01/02/2022;766,424;609,624;0;156,8;9,5177E+12
01M;42746496;33548090;CENCOSUD BRASIL COMERCIAL S/A;S;N;S;N;31/01/2022;01/02/2022;01/02/2022;253,062;208,339;44,723;0;3,93469E+13
01M;59387676;33534205;ANDRE LUIZ LINS DE SOUSA 02664848321;N;;;;27/01/2022;29/01/2022;01/02/2022;154,93;118,14;0;36,79;3,14345E+13
01M;23672366;33547570;FRANCISCO WANDERSON ROCHA DE LIMA 05850502360;S;S;S;S;31/01/2022;01/02/2022;01/02/2022;200;200;0;0;3,59942E+13
20;30265974;33524033;OSVALDO ANTONIO DE OLIVEIRA MERCEARIA ME;S;S;S;S;26/01/2022;03/02/2022;01/02/2022;16;16;0;0;5,25544E+12
01M;40950675;33532272;AMUARAMA TURISMO LTDA;S;N;N;S;27/01/2022;31/01/2022;01/02/2022;20;20;0;0;5,38292E+12
01M;52821133;33542213;ANTONILDA DE CARVALHO BARROS ME;S;N;N;N;28/01/2022;31/01/2022;01/02/2022;64,71;63,51;1,2;0;6,95222E+12
20;37840168;33527726;CLAUDINO SALES LOPES 74464000304;S;S;S;S;27/01/2022;03/02/2022;01/02/2022;500;500;0;0;1,1318E+12
23;64211435;33538144;ASSOC DOS MICRO E PEQ E MEDIOS EMPRESARI;N;;;;28/01/2022;07/02/2022;01/02/2022;88,8;86,4;0;2,4;1,62513E+12
20;60950245;33496917;PAULO CESAR DE CARVALHO ME;N;;;;21/01/2022;27/01/2022;01/02/2022;96,52;39,48;0;57,04;2,35519E+13
20;60950262;33509545;PAULO CESAR DE CARVALHO ME;S;S;S;S;24/01/2022;04/02/2022;01/02/2022;96;96;0;0;2,35519E+13
20;60950263;33509546;PAULO CESAR DE CARVALHO ME;S;S;S;S;24/01/2022;04/02/2022;01/02/2022;140;140;0;0;2,35519E+13
20;60950276;33520734;PAULO CESAR DE CARVALHO ME;S;N;S;N;26/01/2022;04/02/2022;01/02/2022;165;141;24;0;2,35519E+13
20;60950277;33520735;PAULO CESAR DE CARVALHO ME;S;N;S;N;26/01/2022;04/02/2022;01/02/2022;90,624;84;6,624;0;2,35519E+13
20;60950278;33520736;PAULO CESAR DE CARVALHO ME;S;N;S;N;26/01/2022;04/02/2022;01/02/2022;175,92;170,16;5,76;0;2,35519E+13
20;60950282;33523558;PAULO CESAR DE CARVALHO ME;S;S;S;S;26/01/2022;10/02/2022;01/02/2022;120;120;0;0;2,35519E+13
21;40210580;33528437;MARCELO C DA SILVA;S;S;S;S;27/01/2022;03/02/2022;01/02/2022;3000;3000;0;0;2,16375E+13
421;48313169;33528902;ANTONIO FLORINDO CARVALHO ME;S;N;S;N;27/01/2022;03/02/2022;01/02/2022;37,36;33,76;3,6;0;7,41721E+13
21;40210590;33548063;MUNDO DE COISAS ALIMENTICIAS LTDA;S;S;S;S;31/01/2022;01/02/2022;01/02/2022;2000;2000;0;0;7,48167E+11
433;20128540;33395179;RUBIA CRISTINA MUNIZ - EPP;S;N;N;S;01/01/2022;31/01/2022;01/02/2022;3000;3000;0;0;1,5002E+12
01M;76136107;33531704;LUIZ FELIPE DE OLIVEIRA FERRO 6071417732;S;N;N;S;27/01/2022;31/01/2022;01/02/2022;136;136;0;0;1,64445E+13
433;59535931;33523483;HIPER ATACADISTA EIRELI;S;S;S;S;24/01/2022;02/02/2022;01/02/2022;2173,9;2173,9;0;0;7,52203E+12
433;59536661;33536839;HIPER ATACADISTA EIRELI;S;S;S;S;24/01/2022;04/02/2022;01/02/2022;72;72;0;0;7,52203E+12
433;59536662;33536838;HIPER ATACADISTA EIRELI;S;S;S;S;24/01/2022;04/02/2022;01/02/2022;240;240;0;0;7,52203E+12
433;59536664;33536841;HIPER ATACADISTA EIRELI;S;S;S;S;24/01/2022;04/02/2022;01/02/2022;6,4;6,4;0;0;7,52203E+12
433;59536666;33536878;HIPER ATACADISTA EIRELI;S;N;S;N;24/01/2022;04/02/2022;01/02/2022;273;237,6;35,4;0;7,52203E+12
421;32504711;33515936;SEBASTIAO CARVALHO DE SOUSA;S;N;S;N;25/01/2022;03/02/2022;01/02/2022;164,4;154,8;9,6;0;9,62278E+12
20;68190693;33522321;W CARLOS PINHEIRO LOPES;S;N;S;N;26/01/2022;03/02/2022;01/02/2022;41,375;33,375;8;0;1,4437E+13
20;35474101;33535975;EVANDRO ALVES PEREIRA 02261717369;S;N;S;N;28/01/2022;03/02/2022;01/02/2022;56,175;41,815;14,36;0;4,35411E+13
20;60950156;33451502;GSN MERC LTDA ME;N;;;;13/01/2022;20/01/2022;01/02/2022;55,576;40,52;0;15,056;4,49696E+12
433;93112721;33050215;SUPERMERCADO SOBERANO LTDA;S;N;N;N;10/11/2021;15/11/2021;01/02/2022;3033,676;2934,676;99;0;4,95751E+12
433;93112829;33249102;SUPERMERCADO SOBERANO LTDA;S;N;N;N;07/12/2021;13/12/2021;01/02/2022;7878,976;7760,256;118,72;-9,09E-13;4,95751E+12
433;93112929;33392451;SUPERMERCADO SOBERANO LTDA;S;S;S;S;31/12/2021;02/02/2022;01/02/2022;3000;3000;0;0;4,95751E+12
01M;52821120;33527316;PAULO LUIZ ROCHA FILHO EPP;S;N;N;N;27/01/2022;28/01/2022;01/02/2022;102,29;80;22,29;1,42E-14;2,88724E+12
01M;52821139;33542222;MERCANTIL SUPER CUMBUCO LTDA;S;S;S;S;28/01/2022;01/02/2022;01/02/2022;342,976;342,976;0;0;1,2981E+13
01M;59387607;33490491;SUPERMERCADO CAMINHA UNIVERSO EIRELI;S;N;N;N;20/01/2022;21/01/2022;01/02/2022;486,44;458,02;28,42;0;2,34589E+13
01M;59387637;33514952;SUPERMERCADO CAMINHA UNIVERSO EIRELI;N;;;;25/01/2022;26/01/2022;01/02/2022;520,1;488,1;0;32;2,34589E+13
20;70833767;33516888;MARIA LEXVANGIA P BEZERRA - ME;S;N;S;N;25/01/2022;07/02/2022;01/02/2022;36,46;33,58;2,88;0;2,69803E+13
01M;70263276;33531489;JOSE IVANILDO DE QUEIROZ ME;N;;;;27/01/2022;31/01/2022;01/02/2022;857,514;813,554;0;43,96;2,35563E+13
20;37840177;33534096;VILANI BATISTA DE ANDRADE ME;S;N;S;N;27/01/2022;03/02/2022;01/02/2022;83,208;67,168;16,04;0;4,93113E+12
20;93766828;33548458;THIAGO MAGNO SILVERIO DA FONSECA EIRELI;S;S;S;S;31/01/2022;01/02/2022;01/02/2022;300;300;0;0;1,27205E+13
01M;5309187;33540913;PLAZA IND E COM DE PRODUTOS ALIMENTICIOS;S;N;S;N;28/01/2022;01/02/2022;01/02/2022;32,248;30,808;1,44;0;1,23556E+13
20;69590632;33500809;MERCANTIL DIAMANTE LTDA;N;;;;21/01/2022;04/02/2022;01/02/2022;1320;960;0;360;1,13706E+12
20;69590672;33539283;MERCANTIL DIAMANTE LTDA;N;;;;28/01/2022;04/02/2022;01/02/2022;694,03;540,15;0;153,88;1,13706E+12
01M;23672367;33547571;ANACELIA LOPES DE OLIVEIRA 89056159372;S;S;S;S;31/01/2022;01/02/2022;01/02/2022;10,43;10,43;0;0;3,31186E+13
23;42125004;33525324;ANTONIO VIEIRA - ME;N;;;;26/01/2022;07/02/2022;01/02/2022;50,36;39,44;0;10,92;2,1948E+13
01M;74870882;33531284;MANOEL LUCELANO DE AGUIAR ME;N;;;;27/01/2022;28/01/2022;01/02/2022;855,083;803,518;0;51,565;1,0291E+12
01M;74870886;33531322;MANOEL LUCELANO DE AGUIAR ME;S;N;N;S;27/01/2022;31/01/2022;01/02/2022;8;8;0;0;1,0291E+12
20;60950258;33506253;BOMFIM DA SILVA MOTA ME;S;N;S;N;24/01/2022;04/02/2022;01/02/2022;32,1;17,4;14,7;7,11E-15;2,51767E+12
23;85298111;33537709;GONCALO FRANCISCO DE OLIVEIRA ME;N;;;;28/01/2022;07/02/2022;01/02/2022;102,3;84,06;0;18,24;1,03321E+13
20;37334665;33549106;GERUZILENE FERREIRA DE AGUIAR ME;S;N;S;N;31/01/2022;01/02/2022;01/02/2022;147,27;123,4040006;23,8659994;0;8,16477E+12
20;37334666;33549110;GERUZILENE FERREIRA DE AGUIAR ME;S;N;S;N;31/01/2022;01/02/2022;01/02/2022;110,418;74,287428;36,130572;0;8,16477E+12
20;37334667;33549113;GERUZILENE FERREIRA DE AGUIAR ME;S;N;S;N;31/01/2022;01/02/2022;01/02/2022;13,968;9,73307952;4,23492048;0;8,16477E+12
21;2214900;33530138;F. E. DA C. SOUSA - EPP;S;S;S;S;27/01/2022;03/02/2022;01/02/2022;32,16;32,16;0;0;2,67267E+13
421;66578955;33535581;FRANCISCO CLEOBERTO VERAS SOBRINHO;S;N;S;N;28/01/2022;03/02/2022;01/02/2022;100,2;81,8;18,4;1,42E-14;1,57493E+13
20;35474079;33517978;ANA MARIA DE LAVOR ME;S;S;S;S;25/01/2022;03/02/2022;01/02/2022;42,76;42,76;0;0;2,74452E+12
21;40210588;33547019;PILAR COMERCIO DE ALIMENTOS LTDA - ME;S;S;S;S;31/01/2022;01/02/2022;01/02/2022;12500;12500;0;0;2,43324E+13
20;94351524;33547645;LIDERCOM DISTRIB E COM DE ALIM LTDA;S;S;S;S;31/01/2022;01/02/2022;01/02/2022;150;150;0;0;2,51837E+13
01M;35570742;33534020;COMERCIAL DE ALIMENTOS SAN FRANCISCOLTDA;S;N;N;N;27/01/2022;31/01/2022;01/02/2022;98,12;55,46;42,66;0;2,81029E+13
01M;35570743;33534021;COMERCIAL DE ALIMENTOS SAN FRANCISCOLTDA;S;N;N;N;27/01/2022;31/01/2022;01/02/2022;200,2;157,6;42,6;0;2,81029E+13
01M;35570744;33534022;COMERCIAL DE ALIMENTOS SAN FRANCISCOLTDA;S;N;N;N;27/01/2022;31/01/2022;01/02/2022;194,856;182,688;12,168;0;2,81029E+13
01M;35570745;33534024;COMERCIAL DE ALIMENTOS SAN FRANCISCOLTDA;S;N;N;N;27/01/2022;31/01/2022;01/02/2022;99,47;66,2;33,27;0;2,81029E+13
01M;35570746;33534025;COMERCIAL DE ALIMENTOS SAN FRANCISCOLTDA;S;N;N;N;27/01/2022;31/01/2022;01/02/2022;594,025;573,05;20,975;0;2,81029E+13
01M;35570747;33534026;COMERCIAL DE ALIMENTOS SAN FRANCISCOLTDA;S;N;N;N;27/01/2022;31/01/2022;01/02/2022;169,688;147;22,688;0;2,81029E+13
421;94900518;33478632;ANTONIO ROBERTO UCHOA DE ALMEIDA-ME;N;;;;18/01/2022;27/01/2022;01/02/2022;751,6;671,6;0;80;9,29624E+12
421;94900545;33510123;ANTONIO ROBERTO UCHOA DE ALMEIDA-ME;S;S;S;S;24/01/2022;03/02/2022;01/02/2022;560;560;0;0;9,29624E+12
421;94900563;33536137;ANTONIO ROBERTO UCHOA DE ALMEIDA-ME;S;N;S;N;28/01/2022;03/02/2022;01/02/2022;326,84;305,84;21;0;9,29624E+12
421;94900564;33536140;ANTONIO ROBERTO UCHOA DE ALMEIDA-ME;S;S;S;S;28/01/2022;03/02/2022;01/02/2022;55;55;0;0;9,29624E+12
01M;950847;33516028;SUPERMERCADO SAO FRANCISCO LTDA;S;N;N;N;25/01/2022;26/01/2022;01/02/2022;1144,161;993,155;151,006;0;8,44221E+12
21;38467861;33547158;LETICIA SOUZA SANTOS 60753971321;S;S;S;S;31/01/2022;01/02/2022;01/02/2022;227,8;227,8;0;0;3,1678E+13
21;38467862;33547159;LETICIA SOUZA SANTOS 60753971321;S;S;S;S;31/01/2022;01/02/2022;01/02/2022;11,4;11,4;0;0;3,1678E+13
433;59162656;33306295;MERCANTIL MEDEIROS E MARTINS LTDA - ME;S;N;N;S;15/12/2021;23/12/2021;01/02/2022;284,77;284,77;0;-5,68E-14;3,53067E+13
433;59162798;33456219;MERCANTIL MEDEIROS E MARTINS LTDA - ME;N;;;;13/01/2022;20/01/2022;01/02/2022;626,666;587,934;0;38,732;3,53067E+13
433;59162846;33524302;MERCANTIL MEDEIROS E MARTINS LTDA - ME;N;;;;26/01/2022;03/02/2022;01/02/2022;293,084;218,484;0;74,6;3,53067E+13
433;59162847;33524304;MERCANTIL MEDEIROS E MARTINS LTDA - ME;S;N;S;N;26/01/2022;03/02/2022;01/02/2022;164,7;154,7;10;0;3,53067E+13
433;59162803;33461351;SUPERMERCADO GOMES & FILHOS LTDA - ME;N;;;;14/01/2022;20/01/2022;01/02/2022;574,22;524,98;0;49,24;2,45283E+13
433;59162851;33534206;SUPERMERCADO GOMES & FILHOS LTDA - ME;N;;;;27/01/2022;03/02/2022;01/02/2022;726,11;609,91;0;116,2;2,45283E+13
433;59162852;33534212;SUPERMERCADO GOMES & FILHOS LTDA - ME;N;;;;27/01/2022;03/02/2022;01/02/2022;503;431,2;0;71,8;2,45283E+13
21;30265474;33502061;R J SILVA-COMERCIO - ME;S;S;S;S;22/01/2022;04/02/2022;01/02/2022;40;40;0;0;2,53065E+13
21;66788913;33502062;R J SILVA-COMERCIO - ME;N;;;;22/01/2022;04/02/2022;01/02/2022;491,224;451,224;0;40;2,53065E+13
21;23655645;33481210;R. MEIRELES PINTO;S;N;N;S;18/01/2022;24/01/2022;01/02/2022;37,15;37,15;0;0;9,03966E+12
20;35474078;33517976;FRANCISCO TENORIO FERNANDES 54816491449;S;S;S;S;25/01/2022;03/02/2022;01/02/2022;36,32;35,84;0,48;0;2,28184E+13
01M;45073827;33492060;PONTO DA ECONOMIA COMERCIAL DE ALIMENTOS;S;N;N;N;20/01/2022;24/01/2022;01/02/2022;206,19;179,96;26,23;0;5,61254E+12
01M;45073883;33533419;PONTO DA ECONOMIA COMERCIAL DE ALIMENTOS;S;N;N;S;27/01/2022;31/01/2022;01/02/2022;250;250;0;0;5,61254E+12
01M;45073884;33533369;PONTO DA ECONOMIA COMERCIAL DE ALIMENTOS;S;N;N;S;27/01/2022;31/01/2022;01/02/2022;250;250;0;0;5,61254E+12
421;56090799;33525448;T M CARNEIRO COSTA - ME;S;N;S;N;26/01/2022;03/02/2022;01/02/2022;113,9;111,5;2,4;0;2,73161E+12
01M;62150629;33479848;SOLMAR DISTRIBUIDORA DE ALIMENTOS LTDA;N;;;;18/01/2022;20/01/2022;01/02/2022;984,08;972,08;0;12;7,57068E+12
20;37334660;33543043;MARIA ERMELINDA MARTINS RODRIGUES;S;N;S;N;28/01/2022;01/02/2022;01/02/2022;82,624;56,943856;25,680144;0;4,16476E+13
433;59162840;33516789;MERCADINHO O ESQUINAO LTDA - ME;N;;;;25/01/2022;31/01/2022;01/02/2022;513,076;448,468;0;64,608;1,19817E+13
01M;78704399;33452062;A G COMERCIO VAREJISTA DE ALIMENTOS LTDA;S;N;N;N;13/01/2022;14/01/2022;01/02/2022;203,016;190,216;12,8;-2,84E-14;5,5794E+12
421;32481951;33528809;N C LIMA SUPERMERCADOS LTDA;S;N;N;N;27/01/2022;31/01/2022;01/02/2022;115;57;58;0;2,35443E+13
421;32481952;33528811;N C LIMA SUPERMERCADOS LTDA;S;N;N;N;27/01/2022;31/01/2022;01/02/2022;132,2;82,2;50;0;2,35443E+13
20;37334668;33549114;PINHEIROS RESTAURANTES CTC LTDA - ME;S;N;S;N;31/01/2022;01/02/2022;01/02/2022;90;60;30;0;4,15623E+13
421;32504717;33518649;FRANCISCO RENATO S. DO NASCIMENTO;S;N;S;N;25/01/2022;03/02/2022;01/02/2022;109,906;82,456;27,45;0;7,21793E+12
21;40210559;33548949;D. PRAZERES BARBOSA - DOM DA CARNE LTDA - EPP;S;N;N;S;24/01/2022;25/01/2022;01/02/2022;500;500;0;0;4,19927E+13
20;68190707;33525216;AGUINALDO SAMPAIO DO CARMO;S;N;S;N;26/01/2022;03/02/2022;01/02/2022;100,58;80,16;20,42;0;1,36474E+11
20;35474077;33517974;FRANCISCO SOARES DE OLIVEIRA CEREAIS - M;S;S;S;S;25/01/2022;03/02/2022;01/02/2022;34,3;34,3;0;0;2,31065E+12
21;23655638;33481126;CASA IRMAOS GALVAO LTDA;S;N;N;N;18/01/2022;24/01/2022;01/02/2022;295,635;252,665;42,97;0;1,25326E+13
01M;62150674;33518046;L F S COMERCIO E IMPORTACAO DE ALIMENTOS LTDA;S;N;N;N;25/01/2022;27/01/2022;01/02/2022;512,87;501,725;11,145;0;1,50998E+13
421;66578931;33512895;FRANCISCA GENILCIA DA SILVA 01419652311;S;N;S;N;25/01/2022;03/02/2022;01/02/2022;69,2;64,4;4,8;0;2,08518E+13
20;60950290;33530854;JORGE LUIZ PORFIRIO NUNES - ME;N;;;;27/01/2022;04/02/2022;01/02/2022;61,568;6,408;0;55,16;1,80845E+13
01M;40950695;33542356;SANTO ANTONIO COM DE COMB E DERIVADOS DE PETROLEO LTDA;S;S;S;S;28/01/2022;01/02/2022;01/02/2022;4,694;4,694;0;0;2,41131E+13
426;59531569;33395338;ARMAZEM MATEUS S.A.;S;N;N;S;29/12/2021;17/01/2022;01/02/2022;429,08;429,08;0;0;2,34394E+13
426;59531635;33396731;ARMAZEM MATEUS S.A.;S;N;N;S;29/12/2021;17/01/2022;01/02/2022;200;200;0;0;2,34394E+13
426;59534450;33491729;ARMAZEM MATEUS S.A.;N;;;;31/12/2021;31/01/2022;01/02/2022;18140;17800;0;340;2,34394E+13
426;59534484;33492502;ARMAZEM MATEUS S.A.;S;S;S;S;29/12/2021;04/02/2022;01/02/2022;2640,8;2640,8;0;0;2,34394E+13
426;59534485;33492562;ARMAZEM MATEUS S.A.;S;N;S;N;22/12/2021;04/02/2022;01/02/2022;2593;793;1800;0;2,34394E+13
426;59534487;33492575;ARMAZEM MATEUS S.A.;S;S;S;S;23/12/2021;04/02/2022;01/02/2022;150;150;0;0;2,34394E+13
426;59534488;33492590;ARMAZEM MATEUS S.A.;S;S;S;S;29/12/2021;04/02/2022;01/02/2022;2656,6;2656,6;0;0;2,34394E+13
426;59534489;33492628;ARMAZEM MATEUS S.A.;S;S;S;S;29/12/2021;04/02/2022;01/02/2022;70,585;70,585;0;0;2,34394E+13
426;59534496;33492662;ARMAZEM MATEUS S.A.;S;S;S;S;06/01/2022;04/02/2022;01/02/2022;151,2;151,2;0;0;2,34394E+13
426;59534498;33492699;ARMAZEM MATEUS S.A.;S;S;S;S;22/12/2021;04/02/2022;01/02/2022;2491;2491;0;0;2,34394E+13
426;59534499;33492700;ARMAZEM MATEUS S.A.;S;S;S;S;29/12/2021;04/02/2022;01/02/2022;237,76;237,76;0;0;2,34394E+13
426;59534502;33492724;ARMAZEM MATEUS S.A.;S;S;S;S;06/01/2022;04/02/2022;01/02/2022;151,2;151,2;0;0;2,34394E+13
426;8189079;33250111;ARMAZEM MATEUS S.A.;S;N;N;S;30/11/2021;17/12/2021;01/02/2022;15000;15000;0;0;2,34394E+13
421;56090800;33525427;FRANCISCO ITAMAR DOS SANTOS - ME;S;N;S;N;26/01/2022;03/02/2022;01/02/2022;75,56;71,24;4,32;0;1,77014E+13
20;70833770;33521633;L BRAGA DA SILVA;S;N;S;N;26/01/2022;07/02/2022;01/02/2022;31,04;25,28;5,76;0;2,64832E+13
20;70833771;33521634;L BRAGA DA SILVA;S;S;S;S;26/01/2022;07/02/2022;01/02/2022;10;10;0;0;2,64832E+13
421;56090802;33531045;F W A PONTE - ME;N;;;;27/01/2022;03/02/2022;01/02/2022;346,794;296,004;0;50,79;2,27788E+13
01M;70263274;33531376;SUPER MESA FARTA LTDA;N;;;;27/01/2022;31/01/2022;01/02/2022;346,384;312,264;0;34,12;1,19106E+13
01M;70263275;33531377;SUPER MESA FARTA LTDA;S;N;N;S;27/01/2022;31/01/2022;01/02/2022;5;5;0;0;1,19106E+13
20;60950281;33523557;MARILENE DUARTE CANDIDO ME;N;;;;26/01/2022;04/02/2022;01/02/2022;106,36;71,2;0;35,16;1,96754E+13
20;68190695;33522401;FRANCISCO CHAGAS NETO 64461440320;S;N;S;N;26/01/2022;03/02/2022;01/02/2022;22,23;18,52;3,71;0;1,82515E+13
23;90065072;33531488;A. QUARESMA & CIA LTDA;S;N;S;N;27/01/2022;08/02/2022;01/02/2022;2853,967;2119,127;734,84;0;4,87961E+12
20;12871619;33414265;SUPERMERCADO OLIVEIRA LTDA;S;N;N;N;06/01/2022;13/01/2022;01/02/2022;780,4;646,16;134,24;0;2,18507E+13
20;12871681;33480220;SUPERMERCADO OLIVEIRA LTDA;S;N;N;N;18/01/2022;27/01/2022;01/02/2022;986,984;714,584;272,4;1,14E-13;2,18507E+13
20;12871701;33497647;SUPERMERCADO OLIVEIRA LTDA;S;N;N;N;21/01/2022;27/01/2022;01/02/2022;282,2;197;85,2;0;2,18507E+13
20;12871722;33517775;SUPERMERCADO OLIVEIRA LTDA;S;S;S;S;25/01/2022;03/02/2022;01/02/2022;1000;1000;0;0;2,18507E+13
20;12871723;33517776;SUPERMERCADO OLIVEIRA LTDA;S;S;S;S;25/01/2022;03/02/2022;01/02/2022;669;669;0;0;2,18507E+13
20;12871732;33530658;SUPERMERCADO OLIVEIRA LTDA;S;N;S;N;27/01/2022;03/02/2022;01/02/2022;604,13;385,63;218,5;0;2,18507E+13
20;12871737;33532386;SUPERMERCADO OLIVEIRA LTDA;S;S;S;S;27/01/2022;03/02/2022;01/02/2022;140;140;0;0;2,18507E+13
20;35474074;33515000;ANTONIO CESARIO DA SILVA MERCEARIA ME;S;N;S;N;25/01/2022;03/02/2022;01/02/2022;29,68;27,28;2,4;0;5,27315E+12
01M;76652992;33538013;DIEMYSON LIMA DUARTE - ME;S;N;N;S;28/01/2022;31/01/2022;01/02/2022;96;96;0;0;2,21705E+13
23;51109071;33406265;JOSE FERNANDES DA SILVA MERCADORIAS ME;S;N;N;N;05/01/2022;10/01/2022;01/02/2022;251,52;249,12;2,4;0;6,9622E+13
23;51109108;33484959;JOSE FERNANDES DA SILVA MERCADORIAS ME;S;N;N;S;19/01/2022;24/01/2022;01/02/2022;104,168;104,168;0;0;6,9622E+13
20;58581757;33540880;LAURISMAR DUARTE PINHEIRO FILHO - ME;S;N;S;N;28/01/2022;01/02/2022;01/02/2022;73,644;53,024;20,62;0;6,28564E+12
421;94900540;33504377;JOAO BATISTA LIMA FILHO 92671381387;S;S;S;S;23/01/2022;03/02/2022;01/02/2022;30;30;0;0;3,42879E+13
20;73166166;33534358;SILVANA CIRINO GURGEL;S;N;N;S;27/01/2022;31/01/2022;01/02/2022;45,508;44,8;0,708;7,11E-15;5,2975E+12
21;46871006;33408384;R. Q. DE CARVALHO - COMERCIO;S;N;N;S;05/01/2022;12/01/2022;01/02/2022;46;46;0;0;1,41636E+13
21;46871054;33474872;R. Q. DE CARVALHO - COMERCIO;N;;;;17/01/2022;21/01/2022;01/02/2022;183,284;167,644;0;15,64;1,41636E+13
421;94900567;33536634;FERNANDO APARECIDO GOMES ME;S;N;S;N;28/01/2022;03/02/2022;01/02/2022;23,43;7,43;16;0;1,25654E+13
21;71510450;33519504;J ANTENOR M SERRA - ME;N;;;;25/01/2022;02/02/2022;01/02/2022;38;30;0;8;2,38087E+13
433;20128552;33441378;GELCIONE ROCHA DA SILVA - ME;S;N;N;S;11/01/2022;17/01/2022;01/02/2022;116,06;116,06;0;0;2,34672E+13
01M;78704373;33438288;IRMAOS CASTRO COMERCIO DE ALIMENTOS LTDA;N;;;;11/01/2022;12/01/2022;01/02/2022;112,104;103,404;0;8,7;2,45736E+12
20;35474087;33524037;CASSIA MAGNA NASCIMENTO RODRIGUES 02994270307;S;N;S;N;26/01/2022;03/02/2022;01/02/2022;30,4;21,92;8,48;-3,55E-15;3,20209E+13
01M;11532563;33539414;MERCADINHO JURANDIR LTDA;S;S;S;S;28/01/2022;01/02/2022;01/02/2022;420;420;0;0;1,13336E+13
01M;11532564;33539415;MERCADINHO JURANDIR LTDA;S;S;S;S;28/01/2022;01/02/2022;01/02/2022;11,2;11,2;0;0;1,13336E+13
20;68190717;33534175;F. TAVEIRA DOS SANTOS MINIMERCADO;N;;;;27/01/2022;03/02/2022;01/02/2022;19,46;8,28;0;11,18;2,94775E+13
